,screen_names,texts,dates,langs
7912,emma_n0tfound,"usa 🤢 para marcar lo que no comes. 

mostaza:
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 🤢
brócoli: 
champiñon… https://t.co/KftHLxnXjs",2021-04-26 01:51:16,es
7913,vegacoti,que ganas de una hamburguesa,2021-04-26 01:50:45,es
7914,kazu_uhaa,"usa 👎 para marcar lo que no comes

mostaza:👎🏻
pepinillo:👎🏻
cilantro: 👎🏻
pizza con piña:👎🏻
sushi:👎🏻
brócoli:
champiñ… https://t.co/2swZQ2lN0p",2021-04-26 01:50:37,es
7915,Tamy20720171,"@bybangtxn @picsbxngtxn @BTS_twt Hamburguesa 

I vote #BTSARMY for #BestFanArmy at #iHeartAwards @BTS_twt",2021-04-26 01:50:37,en
7916,idaniamight,"usa 🤢 para lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro:
pizza con piña: 
sushi: 
brócoli: 
champiñones: 
híga… https://t.co/zsX23GP2MS",2021-04-26 01:50:29,es
7917,Star_w1tch,"Usa Cara de náusea para marcar lo que no comes.

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi:  
bróco… https://t.co/qKfdIkZ3d6",2021-04-26 01:50:27,es
7918,Matu_Casasola,No puedo creer que mi hermana se pueda terminar una hamburguesa doble y yo no😂,2021-04-26 01:50:25,es
7919,Ieohgt,"usa🤢lo que no comes

mostaza: 🤢
pepino:
cilantro: 
pizza con piña: 🤢
sushi:
brócoli:
champiñones: 
hígado: 🤢
hambur… https://t.co/lIYYTe7Xg6",2021-04-26 01:50:18,es
7920,TheAntonioAdo,Que Don Sergio pase las penas con un bajón In-N-Out. Me lo imagino (tipo cuadro de Edward Hopper) solo en la pieza… https://t.co/tAPStgnT5T,2021-04-26 01:50:17,es
7921,athirojas,Muero por hamburguesa,2021-04-26 01:50:06,es
7922,TPWK_13,"@stylinzayn18 mostaza: 
pepinillo: 🤢
cilantro:  
pizza con piña: 
sushi: 
brócoli: 🤢
champiñones: 
hígado: 🤢
hambur… https://t.co/4jUNC74zMg",2021-04-26 01:49:56,es
7923,Yxxngi_meow,"Hamburguesa 🍔

ARMY VOTA POR BTS 🇵🇪
#iHeartAwards #BestFanArmy #BTSARMY @BTS_twt https://t.co/7C4IVTKxPs",2021-04-26 01:49:49,en
7924,soypatito_mon13,"@jeongguk_mt @BTS_twt Que prefieren, hamburguesa o pizza?
Pizza, por no e comido una hamburguesa
🇲🇽 ARMY VOTA POR B… https://t.co/DgGuulB5BF",2021-04-26 01:49:38,es
7925,HilaryO02265681,"@BTS_Guatemala @BTS_twt hamburguesa

🇬🇹 ARMY  VOTA POR BTS

I vote #BTSARMY for #BestFanArmy at the 2021 #iHeartAwards @BTS_twt",2021-04-26 01:49:27,en
7926,iTWiST3D,"me tomé una speed y ahora me estoy clavando una hamburguesa con papas fritas y una Coca-Cola, si ven que me morí ya saben que pasó.",2021-04-26 01:49:19,es
7927,furrapvta,"@mintebleu usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo:
cilantro: 
pizza con piña:
sushi: 🤢
brócoli: 🤢… https://t.co/0pZnjRQSdD",2021-04-26 01:49:19,es
7928,L1TKILLUA,"usa🤢lo que no comes

mostaza: 
pepino:
cilantro: 
pizza con piña: 
sushi:
brócoli:
champiñones: 
hígado: 
hamburgue… https://t.co/hc3ZiSJcEP",2021-04-26 01:49:14,es
7929,sukubch,"usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 🤢
champiñ… https://t.co/fvYIK4CBnB",2021-04-26 01:49:14,es
7930,TINY_HIYOKO,"Usa 🤢 para marcar lo que no te gusta.

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champi… https://t.co/f7c8KJ0zb6",2021-04-26 01:49:02,es
7931,user58543156,"usa 🤢 para lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: q chota es cilantro
pizza con piña: 🤢
sushi: 🤢
brócoli… https://t.co/4hDPM25lQa",2021-04-26 01:48:53,es
7932,_yoonsei,"Pizza, detesto la hamburguesa y la pizza, pero prefiero pizza

🇲🇽 ARMY VOTA POR BTS
  I vote #BTSARMY for… https://t.co/uJOhduhFC9",2021-04-26 01:48:51,es
7933,Nochessita,"Ni tengo casi nada en el refrigerador, pero las 2 cosas que tengo, no prepararé.

Después del traslado al #cubil, m… https://t.co/dq90dkO69V",2021-04-26 01:48:37,es
7934,MAGIKARPS_CHIPS,"@Tamaldedulceuwu Hamburguesa, la tuya?",2021-04-26 01:48:37,es
7935,Smol_666,"Usa 🤢 para marcar lo que no te gusta.

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 🤢
champ… https://t.co/HJ4zuY28za",2021-04-26 01:48:35,es
7936,ohweakness,mi hna cuando vio que mi gato le robo la hamburguesa que estaba comiendo https://t.co/Lm53iYJqb7,2021-04-26 01:48:33,es
7937,OlaGrisy,"@BTS_Guatemala @BTS_twt Hamburguesa definitivamente 
🇬🇹ARMY VOTA POR BTS 
I vote #BTSARMY for #BestFanArmy at the 2… https://t.co/p8T71StVWO",2021-04-26 01:48:32,en
7938,LupitaLunadeC,me volví adicta a ponerle queso fundido a la hamburguesa,2021-04-26 01:48:30,es
7939,monse13_03,"usan 🤢 lo que no comes

mostaza:🤢
pepinillo: 
cilantro:🤢
pizza con piña: 🤢
sushi: 
brócoli:
champiñones: 
hígado:🤢… https://t.co/vzEdllx8RT",2021-04-26 01:48:24,es
7940,bnadiagutierrez,quiero una hamburguesa,2021-04-26 01:48:13,es
7941,ivan_gritar,gente me fui a comer una hamburguesa ya gano fincher?,2021-04-26 01:47:46,es
7942,SolecitoPerxis,"Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 🤢
cilantro:  🤢
pizza con piña: 🤢
sushi: 🤢
brócoli: 🤢
cha… https://t.co/gqCkuDT86F",2021-04-26 01:47:37,es
7943,yongschnee,"usa 🤢 para lo que no comes

mostaza:
pepinillo: 🤢
cilantro:
pizza con piña: 🤢
sushi: no probé soy pobre
brócoli: 🤢… https://t.co/Bzu8Uhruoh",2021-04-26 01:47:29,es
7944,mercenaty,mmmmmmmm una hamburguesa de wendys,2021-04-26 01:47:28,es
7945,Bonnie_Fan12,"@_ImSiom_ mostaza: 🤢
pepino:
cilantro: ¿?
pizza con anana:
sushi:
brócoli: 
champiñones: 
hígado: 🤢
hamburguesa:
Pa… https://t.co/hU8kknFrIS",2021-04-26 01:47:25,es
7946,tururultu,@nicmot1 hamburguesa,2021-04-26 01:47:22,in
7947,loschonesdejack,"usan 🤢 lo que no comes

mostaza:🤢
pepinillo: 🤢
cilantro:
pizza con piña: 
sushi: 
brócoli:🤢
champiñones: 🤢
hígado:🤢… https://t.co/RzJNmZFF90",2021-04-26 01:47:10,es
7948,Jearo_,No me ayudan en serio con sus estados de Hamburguesa 🍔🥺,2021-04-26 01:47:03,es
7949,iTAMAKiS,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 
champiñon… https://t.co/gVVdOYiPjJ",2021-04-26 01:47:03,es
7950,RoadRichie,Hoy comí la mejor hamburguesa de mi vida.. que buena estaba y no la pude terminar 🐷,2021-04-26 01:47:00,es
7951,Sunflower_vol_4,"Fua me van a cargar a piñas
Usa 🤢 para marcar lo que no comes. 

pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
b… https://t.co/bBjiWuThjo",2021-04-26 01:46:59,es
7952,yannaslv,Yo los sábados siempre digo que voy a pedir una hamburguesa porque el lunes empiezo a comer sano y me tengo que des… https://t.co/wLJv90p4Ve,2021-04-26 01:46:48,es
7953,mar_riosseg,"Yo soy feliz comiendo una hamburguesa, pero si va a ser contigo y después te voy a comer a ti no me quejo jaja",2021-04-26 01:46:44,es
7954,miliquintanaok,Que ganas dr hamburguesa 💔😭,2021-04-26 01:46:28,es
7955,i97VELEZ,Me comí la mitad de una hamburguesa doble western bacon del carls jr y me siento cerda,2021-04-26 01:46:25,es
7956,califxrnicatixn,"@_ImSiom_ mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña:
sushi:
brócoli: 🤢
champiñones: 
hígado: 🤢
hamburguesa:… https://t.co/a2JPyiebm0",2021-04-26 01:46:19,es
7957,_Off_Off_Of,"Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiño… https://t.co/5G1nfeCOyB",2021-04-26 01:46:10,es
7958,marticuchara,"Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 
cilantro: 🤢
pizza con piña: 🤢
sushi: 
brócoli: 
champiñ… https://t.co/E9dYfnpazX",2021-04-26 01:46:03,es
7959,min_soob,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 🤢
pizza con piña:
sushi: 
brócoli: 🤢 
champiño… https://t.co/Y49RnhM9xv",2021-04-26 01:45:54,es
7960,RRotbLZ,"usa🤢lo que no comes

mostaza:
pepinillo: 🤢
cilantro: 🤔
pizza con piña: 🤢
sushi: 
brócoli:🤢
champiñones: 
hígado:🤢
h… https://t.co/JjK2KCOAuG",2021-04-26 01:45:43,es
7961,Yaniipg,Una hamburguesa del Gordito Fifi bastara para sanarme,2021-04-26 01:45:40,es
7962,RocioJos1,"Estoy necesitando fuertemente una hamburguesa 
Sino me voy a matar ...😂",2021-04-26 01:45:29,es
7963,IHLZNL,@cati_cherry Hamburguesa y vos?,2021-04-26 01:45:28,es
7964,elenapickles_,"me copio
usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 🤢
sushi: 
brócoli:… https://t.co/vnE14jUoRs",2021-04-26 01:45:07,es
7965,K4NEKIWEB,"🤢 para marcar lo que no comes 
mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: ?
brócoli: 
champiñones:… https://t.co/2Cx3GCXtKQ",2021-04-26 01:45:06,es
7966,RebanaDitta,"Usa 🤢 para marcar lo que no comes.

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢 
sushi: 🤢 
brócoli: 
champiñ… https://t.co/EdDD7N96jv",2021-04-26 01:45:03,es
7967,Anacon1nan,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo:
cilantro: 
pizza con piña:
sushi: 
brócoli: 
champiñones:… https://t.co/j7Z5f9XaRU",2021-04-26 01:45:00,es
7968,VirginiaSalas17,De 99 problemas 100 lo resolvería una hamburguesa,2021-04-26 01:44:58,es
7969,CamiA0415,@ArmyPowerMex @BTS_twt No me gustan las hamburguesa pero pues sii jajajajaja ya me vi en mc llendo a comprar el paq… https://t.co/nNz9eiEaeS,2021-04-26 01:44:55,es
7970,hijadelcostco,Quiero ir a Texas a ponerme la vacuna y a comerme una hamburguesa de IN-N-OUT.,2021-04-26 01:44:54,es
7971,ichimatsuteamo,"usa🤢para marcar lo que no comes

mostaza: 
pepinillo:
cilantro: 
pizza con piña:
sushi: 
brócoli:
champiñones:🤢
híg… https://t.co/pE5cRpW0LG",2021-04-26 01:44:52,es
7972,http_avaricy_x,"Me comí una hamburguesa y guardé otra para más tarde después de fumar, sean inteligentes.",2021-04-26 01:44:41,es
7973,minfyst,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñon… https://t.co/NpHaq0vt0s",2021-04-26 01:44:38,es
7974,fnknlyniel,"tw- food 

 usa🤢para marcar lo q no comes

mostaza:🤢
pepinillo:
cilantro: 
pizza con  piña: 🤢
sushi: 🤢
brócoli: 🤢
c… https://t.co/wjePiBz9Vq",2021-04-26 01:44:25,es
7975,soycesarkensen,@NomarRomero24 @AmexAU Pero el si está comiendo una hamburguesa ahorita y yo no 😞,2021-04-26 01:44:20,es
7976,Xiomaraaa__,me pedí una hamburguesa con papas fritas porque estoy triste  :(🐷,2021-04-26 01:44:14,es
7977,s6iiki,"usa 👎 para marcar lo que no comes

mostaza:👎🏻
pepinillo:👎🏻
cilantro: 👎🏻
pizza con piña:
sushi:👎🏻
brócoli:👎🏻
champiñ… https://t.co/xA7ksjA2j8",2021-04-26 01:43:46,es
7978,chupp17,"tengo antojo de sushi, pizza, hamburguesa, wings... de todo 🙃... y mañana tengo mi primera cita con la nutricionist… https://t.co/ogeX5jaMMB",2021-04-26 01:43:46,es
7979,PaoSAJonas,@Fresatanicart ¿podemos hablar de Andy Warhol comiendo una hamburguesa? :D,2021-04-26 01:43:44,es
7980,NancyLizzette01,Una hamburguesa de carls jr y se te reinicia la vida,2021-04-26 01:43:37,es
7981,PenaAndreaa,Se me antoja un Pinche honey bbq chicken strip sanguich del Que Hamburguesa y I'm sad que i don't have one near me… https://t.co/umiGCazFgv,2021-04-26 01:43:30,en
7982,Artemia_00,"Usa 🤢 para marcar lo que no comes.

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢 
sushi: 
brócoli: 
champiñ… https://t.co/XMQugRRek9",2021-04-26 01:43:29,es
7983,MafeRiveros5,"@ARMYBogotaCol @BTS_twt Hamburguesa
I vote #BTSARMY for #BestFanArmy at the 2021  #iHeartAwards @BTS_twt",2021-04-26 01:43:26,en
7984,Mildrdlar1,"mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi:
brócoli:
champiñones:
hígado:🤢
hamburguesa: 
hot dogs: 
a… https://t.co/zutBNBlXzV",2021-04-26 01:43:22,es
7985,maggaliijazmin,Jajaja en mí defensa la hamburguesa era de alga 👀 y el helado fue porque la pierna también quería 😂🤦🏻‍♀️ https://t.co/7KtLR6wVOk,2021-04-26 01:43:17,es
7986,AymaraMercado,Unas ganas de comer una hamburguesa con papasssss aaaqq,2021-04-26 01:42:18,es
7987,MatiasVeron10,20:51 pedi una hamburguesa. Pregúntame si llego todavía. Una hamburguesa.,2021-04-26 01:42:18,es
7988,rachzrt,"Usa 🤢 para marcar lo que no comes.

mostaza:  
pepinillo: 
cilantro: 
pizza con piña: 🤢 
sushi: 
brócoli:  
champiñ… https://t.co/a6hNEdDhVx",2021-04-26 01:42:14,es
7989,Shinu0309,"@K4G3C0RE mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 
champiñones: 🤢
hígado: 🤢
hamburgue… https://t.co/mAhgTvCUeH",2021-04-26 01:42:14,es
7990,glossyreb,"Usa 🤢 para marcar lo que no comes.

mostaza:  
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 🤢
sushi: 
brócoli: 
champiñ… https://t.co/gzCfs4Aoho",2021-04-26 01:42:09,es
7991,HazeeeeX,"Usa 🤢 para marcar lo que no comes.

mostaza:  
pepinillo: 🤢 
cilantro: 
pizza con piña: 
sushi: 🤢 
brócoli: 
champi… https://t.co/docZ4DwaZi",2021-04-26 01:42:06,es
7992,N4MUPiNK,😔 quería comprarme una hamburguesa y todo esta cerrado ya no se que voy a comer,2021-04-26 01:42:04,es
7993,parkreviil,"Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñon… https://t.co/W4lvsiEy47",2021-04-26 01:41:59,es
7994,iSUZHI,"usa 🤢 para marcar lo que no comes

aceitunas: 🤢
berenjena: 
brócoli: 
café: 
champiñones: 
cilantro: 
hamburguesa:… https://t.co/0XZr6xhAbx",2021-04-26 01:41:15,es
7995,_yagodionisi,Este finde me faltó la hamburguesa de molleja de Laundry 🥺,2021-04-26 01:41:06,es
7996,pinero_luisa,Me merezco una hamburguesa? Claro que sí,2021-04-26 01:41:01,es
7997,luc1abracamonte,"usa🤢lo que no comes

mostaza: 🤢
pepino:
cilantro: 
pizza con piña: 
sushi:🤢
brócoli:
champiñones: 
hígado: 🤢
hambur… https://t.co/13UfpzIBIB",2021-04-26 01:40:57,es
7998,iraldadelarosa,"Para la próxima semana de ley debo Guardar números de fast food.  No soporto quedarme con ganas de comer hamburguesa :""(",2021-04-26 01:40:53,es
7999,Ezequielrami16,Que ganas de una buena hamburguesa completo🤤,2021-04-26 01:40:32,es
8000,annekenlrp,"Llevo pidiendo la misma hamburguesa desde diciembre, soy bien fiel",2021-04-26 01:40:27,es
8001,alexbylaugh,"Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñon… https://t.co/AWDPCukhPA",2021-04-26 01:40:22,es
8002,Jessoft19,"usa🤢lo que no comes

mostaza:
pepinillo: 
cilantro:
pizza con piña: 🤢🤢🤢
sushi: 🤢
brócoli:🤢
champiñones: 🤢
hígado:🤢… https://t.co/zA7m4A4LmX",2021-04-26 01:40:19,es
8003,FachitaEbola,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 
champiñones… https://t.co/4TtTePHAI4",2021-04-26 01:40:10,es
8004,iIuvsaiki,"usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: ?
pizza con piña: 🤢
sushi: 
brócoli: 🤢
champiño… https://t.co/NEowtLQLiC",2021-04-26 01:39:52,es
8005,Yaya21921346,@maiagalvez75 @Rosamiriamreye1 No y tengo hambre y Osiris me antojo la hamburguesa jajaja -#KunlipaEnLosOscars,2021-04-26 01:39:39,es
8006,grindelreb,"Usa 🤢 para marcar lo que no comes.

mostaza:  
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢 
sushi: 
brócoli: 
champiñ… https://t.co/ojdsUb0Ny7",2021-04-26 01:39:32,es
8007,Karliidvvera,"Hacer ejercicio y no comer chatarra 📉📉📉
Hacer ejercicio y salir a comerte una hamburguesa 📈📈📈",2021-04-26 01:39:31,es
8008,danidacc,"Me acabo de dar cuenta que tengo dos hijas, no una , Magguie escupió una hamburguesa que le di de probar y acaba de… https://t.co/ZFqqxNr4Zo",2021-04-26 01:38:54,es
8009,chemicarmin,"usa🤢lo que no comes

mostaza: 
pepino:🤢
cilantro: 
pizza con piña: 🤢
sushi:🤢
brócoli:
champiñones: 🤢
hígado: 🤢
hamb… https://t.co/D3w7BOmOSO",2021-04-26 01:38:52,es
8010,KarenR0512,"haaaaaa no me gusta la hamburguesa

ARMY VOTA POR BTS 
I vote #BTSARMY for #BestFanArmy at #iHeartAwards 
@BTS_twt https://t.co/NhumTBKyMv",2021-04-26 01:38:52,en
8011,BonKranimal,"Usa 🤢para marcar lo que no comes.

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña:  
sushi: 🤢
brócoli:  
champiño… https://t.co/IEmF89zZ5r",2021-04-26 01:38:52,es
8012,normanlovebot,"🤢 para marcar lo que no comes 

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: nose
sushi: nose
brócoli: 
champ… https://t.co/ufHTy0ZEcV",2021-04-26 01:38:50,es
8013,Elgoshi1,Quiero una hamburguesa,2021-04-26 01:38:43,es
8014,iLYM0M03,"opa yo quiero 
Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
bró… https://t.co/pdnjC7on1p",2021-04-26 01:38:30,es
8015,Pipe_Yepes_,@__paop Toco hamburguesa,2021-04-26 01:38:16,es
8016,reboIino,"Usa 🤢 para marcar lo que no comes.

mostaza:  
pepinillo: 
cilantro: 
pizza con piña: 🤢 
sushi: 🤢 
brócoli: 🤢 
cham… https://t.co/ZDmC1oJ3ED",2021-04-26 01:38:09,es
8017,mayakhamis,Me sentaría en esa butacas tipo diner gringo y me serviría su wena hamburguesa con tocino y french fries y la mega Coca Cola. #Oscars2021,2021-04-26 01:38:08,es
8018,FranciscoLeonMM,@oscar_mezar Esa hamburguesa tenía cortisona. ☝️🏽😌,2021-04-26 01:37:44,es
8019,BIL0VERHEATED,"Usa Nauseated face para marcar lo que no comes. 

mostaza:🤢
pepinillo:🤢
cilantro:-
pizza con piña:-
sushi:-
brócoli… https://t.co/nWflH2J5Vu",2021-04-26 01:37:42,es
8020,Asrdxx,"Fua, pedí tremenda hamburguesa, lastima las papas pero la verdadera 🤤",2021-04-26 01:37:28,es
8021,Niqopiino,La tercer hamburguesa fue de más ñeriii,2021-04-26 01:37:28,es
8022,Alnapox,Quiero una hamburguesa :),2021-04-26 01:37:19,es
8023,flormln1,Solo una hamburguesa llenará este vacio,2021-04-26 01:37:19,es
8024,PajaroAl1,@rosym_ss Yo hice una escala en el uber.......para antes de ir al aeropuerto en san Diego...pasara por una hamburgu… https://t.co/4eRnxbZ9f4,2021-04-26 01:37:17,es
8025,emalucci,"Me pedí una hamburguesa para las 9 30, se ve que colgó porque ya pasó 1 hora y nada",2021-04-26 01:37:17,es
8026,Fredinho__,"Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 🤢
cilantro:  🤢
pizza con piña: 🤢
sushi: NS
brócoli: 
cha… https://t.co/sYtfooB9GP",2021-04-26 01:37:06,es
8027,Nayesss_,@Luisaaaa_18 Pizza o hamburguesa,2021-04-26 01:36:55,es
8028,valjaramillove,Vendería mi alma por una pizza hamburguesa ya mismo,2021-04-26 01:36:40,es
8029,chittayoon,"Ya yo igual quiero a ver
usa 🤢 para marcar lo que no comes

mayonesa: 
dulce de leche:
miel: 
pizza con piña:
sushi… https://t.co/osl2z2DfBQ",2021-04-26 01:36:38,es
8030,EL_FLACOO03,Tengo cules de ganitas de comer hamburguesa,2021-04-26 01:36:37,es
8031,HSXFL_,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 🤢 
brócoli: 🤢
champ… https://t.co/MR1M2IORAx",2021-04-26 01:36:32,es
8032,danny_jtc,"usa 🤢 para marcar lo que no comes. 
mostaza: 
pepinillo:🤢 
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 
champiño… https://t.co/huZr8kLLfd",2021-04-26 01:36:31,es
8033,LUVQlAN,"usa 👎 para lo que no comes

mostaza: 👎
pepinillo: 
cilantro: 
pizza con piña: 👎 
sushi:  
brócoli: 
champiñones: 
h… https://t.co/t3h0j4yfXu",2021-04-26 01:36:30,es
8034,ltcopyof28,Me estaba por pedir alta hamburguesa con guarnición de mandioca frita porque tenía un cupón en pedidosya y antes de… https://t.co/ZFewJDMwi2,2021-04-26 01:36:15,es
8035,cvaleuio,"Problemas con la  aritmética:
""En los 80s, la cadena de restaurantes A&amp;W lanzó una hamburguesa de 1/3 de libra para… https://t.co/bgQw0y0dwE",2021-04-26 01:36:06,es
8036,DigitalG00,"✨✨✨✨✨✨✨✨
 💦Hora de comer 🍔 Y Quiero hamburguesa 😋 perooo no sé puede 😞Arepas 🥙💦#CuidémonosDeLaCovid @NicolasMaduro… https://t.co/1OzGkzMhUm",2021-04-26 01:35:55,es
8037,crisspattinson,"usa🤢lo que no comes

mostaza:🤢 
pepinillo: 🤢
cilantro:🤢
pizza con piña: 🤢
sushi: 🤢
brócoli:
champiñones: 🤢
hígado:🤢… https://t.co/pqN5H6OApj",2021-04-26 01:35:51,es
8038,AbmSol559,Una hamburguesa no resolvería mis problemas pero estaría cool.,2021-04-26 01:35:47,es
8039,SofiBangtan_23,"@JFer07_ @BTS_twt Arroz con hamburguesa

🇨🇱ARMY VOTA POR BTS

#BTSARMY #BestFanArmy #iHeartAwards︎ @BTS_twt",2021-04-26 01:35:43,en
8040,hoshi_koutaro,"@K4G3C0RE mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 🤢
champiñones: 🤢
hígado: 🤢
hamburg… https://t.co/HmNRGxFOSe",2021-04-26 01:35:35,es
8041,WONDER7TEEN,"me copio
usa 🤢 para marcar lo que no comes

mayonesa:🤢
dulce de leche: 
miel: mmm no tanto 
pizza con piña:🤢
sushi:… https://t.co/G9K7sHFcbs",2021-04-26 01:35:34,es
8042,Kimberl53697545,"@BTS_Guatemala @BTS_twt Team hamburguesa

🇬🇹 ARMY VOTA POR BTS

I vote #BTSARMY for #BestFanArmy on #iHeartAwards @BTS_twt",2021-04-26 01:34:58,en
8043,Cazarescum,Me pedí una hamburguesa por 250 pesos me voy a cortar lo que viene siendo la polla,2021-04-26 01:34:53,es
8044,AlmaATovar,"Ya tengo hambre!!!😭😭
Quiero mi hamburguesa @LauraPausini 🍔😋",2021-04-26 01:34:20,es
8045,ann_0311,"@ErikDead7 Nunca me acuerdo del nombre XD yo solo digo ""bola de arroz con queso Filadelfia"" 😂😌... Es que siento que… https://t.co/84ZUN7mY8a",2021-04-26 01:34:20,es
8046,GonzaloNicols3,"Domingo hoy te fallé, no fue de hamburguesa 😪 jajaj",2021-04-26 01:34:14,es
8047,seokjaeger,"me copio
Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli:… https://t.co/PODZuubnXZ",2021-04-26 01:34:13,es
8048,AMarialuz,@ranaoarovich Hamburguesa de por... no no bueno. https://t.co/Cptuc5dkhN,2021-04-26 01:34:07,es
8049,Tsuu_VaaL,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñon… https://t.co/oc2MUCyInI",2021-04-26 01:34:02,es
8050,lwthescopy,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 
champiño… https://t.co/3GnR8GBjNZ",2021-04-26 01:34:01,es
8051,D_Bangtan7,"@BTS_Guatemala @BTS_twt Con mucha pena pero soy team hamburguesa

🇬🇹 ARMY VOTA POR BTS
 
I vote #BTSARMY for… https://t.co/ZSARUzrEBg",2021-04-26 01:33:39,en
8052,Agustin_cbaok,Que nivel pizzeria margarita me trajeron una hamburguesa en un bora 😎🤣,2021-04-26 01:33:35,es
8053,pataconconhuevo,"claro que yo me lleno con una cajita feliz, después de haberme comido una hamburguesa, gaseosa y papitas grandes",2021-04-26 01:33:26,es
8054,dramlouis,"icon: chica con una hamburguesa y plagg 
header: nada, no se q poner:((
user: dramione y louis
bio: una frase q dij… https://t.co/rcAcKJOjWH",2021-04-26 01:33:25,es
8055,Iuckyjae,@iCHHWE no te gusta la hamburguesa? hyunsuk te odia,2021-04-26 01:33:20,in
8056,ElChilySeLaCome,"usa 🤢 para marcar lo que no comes

(No me gusta nada)

mostaza: 🤢
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 🤢
sushi:… https://t.co/EIgpYESp0D",2021-04-26 01:33:17,es
8057,Robespiral,"Usa 🤢 para marcar lo que no comes. 

mostaza: 
pepinillo: 
cilantro: 🤢
pizza con piña: 
sushi: 🤢
brócoli: 
champiño… https://t.co/00xq490ibn",2021-04-26 01:33:08,es
8058,iET3RNGYU,la hamburguesa&lt;3 https://t.co/sv3Rd8027c,2021-04-26 01:33:08,es
8059,firecatswitch,hay pequeños placeres en la vida como bailar work de Rihanna mientras haces hamburguesa con Paul mientras que estorba más de lo que hace 🥰,2021-04-26 01:32:59,es
8060,LOUISHS94,@iREPWLLS91 hamburguesa I vote #Louies for #BestFanArmy at the #iHeartAwards,2021-04-26 01:32:51,en
8061,bykmmoon,"Usa 🤢 para marcar lo que no comes. 

mostaza: 🤢
pepinillo: 🤢
cilantro: 🤢
pizza con piña: 🤢
sushi: 🤢 
brócoli: 
cham… https://t.co/mobdASmsWy",2021-04-26 01:32:47,es
